<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
A,20190704,76.8,76.8,76.8,76.8,0
AA,20190704,22.7,22.7,22.7,22.7,0
AAN,20190704,64.04,64.04,64.04,64.04,0
AAP,20190704,160.63,160.63,160.63,160.63,0
AAT,20190704,47.84,47.84,47.84,47.84,0
AB,20190704,30.3,30.3,30.3,30.3,0
ABB,20190704,20.01,20.01,20.01,20.01,0
ABBV,20190704,74.96,74.96,74.96,74.96,0
ABC,20190704,87.59,87.59,87.59,87.59,0
ABEV,20190704,4.82,4.82,4.82,4.82,0
ABG,20190704,84.97,84.97,84.97,84.97,0
ABM,20190704,40.22,40.22,40.22,40.22,0
ABR,20190704,12.18,12.18,12.18,12.18,0
ABR-A,20190704,26.131,26.131,26.131,26.131,0
ABR-B,20190704,25.85,25.85,25.85,25.85,0
ABR-C,20190704,26.0484,26.0484,26.0484,26.0484,0
ABT,20190704,85.64,85.64,85.64,85.64,0
AC,20190704,39.29,39.29,39.29,39.29,0
ACA,20190704,36.39,36.39,36.39,36.39,0
ACB,20190704,7.68,7.68,7.68,7.68,0
ACC,20190704,47.76,47.76,47.76,47.76,0
ACCO,20190704,7.75,7.75,7.75,7.75,0
ACH,20190704,8.75,8.75,8.75,8.75,0
ACM,20190704,37.46,37.46,37.46,37.46,0
ACN,20190704,190.97,190.97,190.97,190.97,0
ACP,20190704,12.49,12.49,12.49,12.49,0
ACRE,20190704,14.88,14.88,14.88,14.88,0
ACV,20190704,23.7,23.7,23.7,23.7,0
ADC,20190704,65.55,65.55,65.55,65.55,0
ADM,20190704,41.87,41.87,41.87,41.87,0
ADNT,20190704,23.77,23.77,23.77,23.77,0
ADS,20190704,146.81,146.81,146.81,146.81,0
ADSW,20190704,32.25,32.25,32.25,32.25,0
ADT,20190704,6.26,6.26,6.26,6.26,0
ADX,20190704,15.67,15.67,15.67,15.67,0
AEB,20190704,22.63,22.63,22.63,22.63,0
AEE,20190704,76.52,76.52,76.52,76.52,0
AEG,20190704,5.03,5.03,5.03,5.03,0
AEH,20190704,26.04,26.04,26.04,26.04,0
AEL,20190704,27.28,27.28,27.28,27.28,0
AEM,20190704,51.94,51.94,51.94,51.94,0
AEO,20190704,16.82,16.82,16.82,16.82,0
AEP,20190704,90.14,90.14,90.14,90.14,0
AEP-B,20190704,54.6758,54.6758,54.6758,54.6758,0
AER,20190704,50.5,50.5,50.5,50.5,0
AES,20190704,17.28,17.28,17.28,17.28,0
AFB,20190704,13.5,13.5,13.5,13.5,0
AFC,20190704,26.46,26.46,26.46,26.46,0
AFG,20190704,105.37,105.37,105.37,105.37,0
AFGB,20190704,26.35,26.35,26.35,26.35,0
AFGE,20190704,25.6432,25.6432,25.6432,25.6432,0
AFGH,20190704,26.3523,26.3523,26.3523,26.3523,0
AFI,20190704,10.25,10.25,10.25,10.25,0
AFL,20190704,56.85,56.85,56.85,56.85,0
AFT,20190704,15.11,15.11,15.11,15.11,0
AG,20190704,7.88,7.88,7.88,7.88,0
AGCO,20190704,78.43,78.43,78.43,78.43,0
AGD,20190704,9.74,9.74,9.74,9.74,0
AGI,20190704,6.08,6.08,6.08,6.08,0
AGM,20190704,71.41,71.41,71.41,71.41,0
AGM-A,20190704,25.4904,25.4904,25.4904,25.4904,0
AGM-C,20190704,26.2195,26.2195,26.2195,26.2195,0
AGM-D,20190704,25.48,25.48,25.48,25.48,0
AGM.A,20190704,65.43,65.43,65.43,65.43,0
AGN,20190704,169.61,169.61,169.61,169.61,0
AGO,20190704,44.14,44.14,44.14,44.14,0
AGO-B,20190704,27.388,27.388,27.388,27.388,0
AGO-E,20190704,26.41,26.41,26.41,26.41,0
AGO-F,20190704,25.54,25.54,25.54,25.54,0
AGR,20190704,50.9,50.9,50.9,50.9,0
AGRO,20190704,6.99,6.99,6.99,6.99,0
AGS,20190704,20.71,20.71,20.71,20.71,0
AGX,20190704,40.37,40.37,40.37,40.37,0
AHC,20190704,3.63,3.63,3.63,3.63,0
AHH,20190704,16.86,16.86,16.86,16.86,0
AHH-A,20190704,26.2261,26.2261,26.2261,26.2261,0
AHL-C,20190704,26.82,26.82,26.82,26.82,0
AHL-D,20190704,25.44,25.44,25.44,25.44,0
AHT,20190704,2.78,2.78,2.78,2.78,0
AHT-D,20190704,24.3203,24.3203,24.3203,24.3203,0
AHT-F,20190704,20.29,20.29,20.29,20.29,0
AHT-G,20190704,20.8,20.8,20.8,20.8,0
AHT-H,20190704,20.645,20.645,20.645,20.645,0
AHT-I,20190704,20.83,20.83,20.83,20.83,0
AI,20190704,6.43,6.43,6.43,6.43,0
AI-B,20190704,21.868,21.868,21.868,21.868,0
AI-C,20190704,21.94,21.94,21.94,21.94,0
AIC,20190704,24.23,24.23,24.23,24.23,0
AIF,20190704,14.84,14.84,14.84,14.84,0
AIG,20190704,54.83,54.83,54.83,54.83,0
AIG-A,20190704,26.32,26.32,26.32,26.32,0
AIG.W,20190704,13.48,13.48,13.48,13.48,0
AIN,20190704,83.44,83.44,83.44,83.44,0
AIR,20190704,37.42,37.42,37.42,37.42,0
AIT,20190704,61.07,61.07,61.07,61.07,0
AIV,20190704,51.55,51.55,51.55,51.55,0
AIW,20190704,24.85,24.85,24.85,24.85,0
AIZ,20190704,109.94,109.94,109.94,109.94,0
AIZP,20190704,114.46,114.46,114.46,114.46,0
AJG,20190704,91.4,91.4,91.4,91.4,0
AJRD,20190704,46.3,46.3,46.3,46.3,0
AJX,20190704,13.64,13.64,13.64,13.64,0
AJXA,20190704,25.63,25.63,25.63,25.63,0
AKO.A,20190704,19,19,19,19,0
AKO.B,20190704,21.25,21.25,21.25,21.25,0
AKR,20190704,27.55,27.55,27.55,27.55,0
AKS,20190704,2.21,2.21,2.21,2.21,0
AL,20190704,41.07,41.07,41.07,41.07,0
AL-A,20190704,26.44,26.44,26.44,26.44,0
ALB,20190704,71.54,71.54,71.54,71.54,0
ALC,20190704,62.41,62.41,62.41,62.41,0
ALE,20190704,86.02,86.02,86.02,86.02,0
ALEX,20190704,23.1,23.1,23.1,23.1,0
ALG,20190704,96.8,96.8,96.8,96.8,0
ALK,20190704,63.84,63.84,63.84,63.84,0
ALL,20190704,104.63,104.63,104.63,104.63,0
ALL-A,20190704,25.4,25.4,25.4,25.4,0
ALL-B,20190704,26.05,26.05,26.05,26.05,0
ALL-G,20190704,26.02,26.02,26.02,26.02,0
ALL-Y,20190704,26.27,26.27,26.27,26.27,0
ALLE,20190704,110.51,110.51,110.51,110.51,0
ALLY,20190704,31.47,31.47,31.47,31.47,0
ALP-Q,20190704,25.8,25.8,25.8,25.8,0
ALSN,20190704,46.33,46.33,46.33,46.33,0
ALV,20190704,67.67,67.67,67.67,67.67,0
ALX,20190704,377.98,377.98,377.98,377.98,0
AM,20190704,11.81,11.81,11.81,11.81,0
AMC,20190704,9.1,9.1,9.1,9.1,0
AMCR,20190704,11.68,11.68,11.68,11.68,0
AME,20190704,91.91,91.91,91.91,91.91,0
AMG,20190704,90.73,90.73,90.73,90.73,0
AMH,20190704,25.03,25.03,25.03,25.03,0
AMH-D,20190704,27.33,27.33,27.33,27.33,0
AMH-E,20190704,27.25,27.25,27.25,27.25,0
AMH-F,20190704,26.26,26.26,26.26,26.26,0
AMH-G,20190704,26.24,26.24,26.24,26.24,0
AMH-H,20190704,26.4,26.4,26.4,26.4,0
AMN,20190704,54.19,54.19,54.19,54.19,0
AMOV,20190704,14.6248,14.6248,14.6248,14.6248,0
AMP,20190704,147.82,147.82,147.82,147.82,0
AMRC,20190704,14.65,14.65,14.65,14.65,0
AMRX,20190704,6.97,6.97,6.97,6.97,0
AMT,20190704,210.17,210.17,210.17,210.17,0
AMX,20190704,14.74,14.74,14.74,14.74,0
AN,20190704,42.57,42.57,42.57,42.57,0
ANET,20190704,268.86,268.86,268.86,268.86,0
ANF,20190704,16.37,16.37,16.37,16.37,0
ANFI,20190704,0.74,0.74,0.74,0.74,0
ANH,20190704,3.71,3.71,3.71,3.71,0
ANH-A,20190704,26.4,26.4,26.4,26.4,0
ANH-B,20190704,22.15,22.15,22.15,22.15,0
ANH-C,20190704,25.26,25.26,25.26,25.26,0
ANTM,20190704,282.78,282.78,282.78,282.78,0
AOD,20190704,8.4,8.4,8.4,8.4,0
AON,20190704,198.48,198.48,198.48,198.48,0
AOS,20190704,46.79,46.79,46.79,46.79,0
AP,20190704,3.89,3.89,3.89,3.89,0
APA,20190704,27.28,27.28,27.28,27.28,0
APAM,20190704,27.79,27.79,27.79,27.79,0
APD,20190704,231.4,231.4,231.4,231.4,0
APH,20190704,99.11,99.11,99.11,99.11,0
APHA,20190704,6.9,6.9,6.9,6.9,0
APLE,20190704,15.82,15.82,15.82,15.82,0
APO,20190704,35.66,35.66,35.66,35.66,0
APO-A,20190704,25.93,25.93,25.93,25.93,0
APO-B,20190704,26.04,26.04,26.04,26.04,0
APRN,20190704,6.95,6.95,6.95,6.95,0
APTS,20190704,15.24,15.24,15.24,15.24,0
APTV,20190704,79.32,79.32,79.32,79.32,0
APY,20190704,31.85,31.85,31.85,31.85,0
AQN,20190704,12.37,12.37,12.37,12.37,0
AQNA,20190704,26.62,26.62,26.62,26.62,0
AQNB,20190704,25.76,25.76,25.76,25.76,0
AQUA,20190704,14.3,14.3,14.3,14.3,0
AR,20190704,5.45,5.45,5.45,5.45,0
ARA,20190704,7.2,7.2,7.2,7.2,0
ARC,20190704,2.05,2.05,2.05,2.05,0
ARCH,20190704,90.51,90.51,90.51,90.51,0
ARCO,20190704,7.52,7.52,7.52,7.52,0
ARD,20190704,17.83,17.83,17.83,17.83,0
ARDC,20190704,15.21,15.21,15.21,15.21,0
ARE,20190704,145.8,145.8,145.8,145.8,0
ARE-A,20190704,27.09,27.09,27.09,27.09,0
ARES,20190704,27.28,27.28,27.28,27.28,0
ARGD,20190704,25.53,25.53,25.53,25.53,0
ARGO,20190704,74.21,74.21,74.21,74.21,0
ARI,20190704,18.43,18.43,18.43,18.43,0
ARL,20190704,14.15,14.15,14.15,14.15,0
ARLO,20190704,4.48,4.48,4.48,4.48,0
ARMK,20190704,35.93,35.93,35.93,35.93,0
ARNC,20190704,25.87,25.87,25.87,25.87,0
AROC,20190704,10.32,10.32,10.32,10.32,0
ARR,20190704,18.68,18.68,18.68,18.68,0
ARR-B,20190704,25.0416,25.0416,25.0416,25.0416,0
